gene	entrezgene
UXT	hsa:8409
DNAJB2	hsa:3300
LANCL1	hsa:10314
DGKZ	hsa:8525
TIMM9	hsa:26520
PSMA8	hsa:143471
REG1B	hsa:5968
EGR1	hsa:1958
HMGA1	hsa:3159
GSK3A	hsa:2931
SP100	hsa:6672
FOXA1	hsa:3169
HYAL2	hsa:8692
LOC100287387	hsa:100287387
IFI30	hsa:10437
ZNF596	hsa:169270
TRIM55	hsa:84675
PQBP1	hsa:10084
FARSB	hsa:10056
CXCL2	hsa:2920
TSC22D3	hsa:1831
KLHL28	hsa:54813
MKRN3	hsa:7681
ZNF200	hsa:7752
ARF6	hsa:382
PCBD1	hsa:5092
ATF7	hsa:11016
RXFP4	hsa:339403
HMGCL	hsa:3155
ACD	hsa:65057
IMPA1	hsa:3612
CUL2	hsa:8453
PITX1	hsa:5307
RCOR3	hsa:55758
ARHGEF2	hsa:9181
THRAP3	hsa:9967
POLR3K	hsa:51728
ADCY3	hsa:109
GRAP	hsa:10750
NCOA4	hsa:8031
RAB11FIP3	hsa:9727
ECH1	hsa:1891
SETMAR	hsa:6419
ESRG	hsa:790952
MIR100HG	hsa:399959
THEMIS	hsa:387357
APOC2	hsa:344
PRKCE	hsa:5581
LOC105371361	hsa:105371361
HMGN3	hsa:9324
NSFL1C	hsa:55968
PAICS	hsa:10606
DAPK1	hsa:1612
SHMT2	hsa:6472
DICER1	hsa:23405
DACH2	hsa:117154
KLF17	hsa:128209
GRK7	hsa:131890
TESK2	hsa:10420
CLDN18	hsa:51208
PC	hsa:5091
ID2	hsa:3398
NRP1	hsa:8829
PRKAR2B	hsa:5577
ZNF460	hsa:10794
STAT3	hsa:6774
LPAR6	hsa:10161
A1BG-AS1	hsa:503538
CDC25B	hsa:994
SAMD4A	hsa:23034
SOX6	hsa:55553
RBPJ	hsa:3516
FKBP14	hsa:55033
ABCG8	hsa:64241
DEK	hsa:7913
RNF2	hsa:6045
ZSCAN21	hsa:7589
LOC105274304	hsa:105274304
SCCPDH	hsa:51097
CAMK2D	hsa:817
SOX5	hsa:6660
STAT5A	hsa:6776
SYPL1	hsa:6856
TNFRSF6B	hsa:8771
ZNF222	hsa:7673
CD2BP2	hsa:10421
PTP4A3	hsa:11156
TRIM2	hsa:23321
DYRK4	hsa:8798
PSEN2	hsa:5664
RIPK2	hsa:8767
TFCP2	hsa:7024
ZNF3	hsa:7551
FDPS	hsa:2224
MFAP4	hsa:4239
ERLIN1	hsa:10613
GNB1L	hsa:54584
SPAAR	hsa:158376
TIMM8A	hsa:1678
USP39	hsa:10713
TOX	hsa:9760
SPECC1L	hsa:23384
TRIM32	hsa:22954
EIF4E	hsa:1977
IRAK2	hsa:3656
MIR31HG	hsa:554202
PSMF1	hsa:9491
PRAME	hsa:23532
TUBA1A	hsa:7846
DHX8	hsa:1659
TMED7	hsa:51014
AP1S2	hsa:8905
DNAJC1	hsa:64215
SPA17	hsa:53340
COX6B2	hsa:125965
SETD7	hsa:80854
BATF3	hsa:55509
FEZF1-AS1	hsa:154860
CTSK	hsa:1513
PFN2	hsa:5217
CTLA4	hsa:1493
LPAR5	hsa:57121
MCM3AP-AS1	hsa:114044
RBX1	hsa:9978
NR2E3	hsa:10002
PEX13	hsa:5194
ZNF524	hsa:147807
IL18RAP	hsa:8807
PTPN2	hsa:5771
AK2	hsa:204
NAB2	hsa:4665
ATOX1	hsa:475
PDGFRA	hsa:5156
TTTY14	hsa:83869
MED6	hsa:10001
KLF12	hsa:11278
TRIM9	hsa:114088
PIGB	hsa:9488
SOAT1	hsa:6646
TFDP1	hsa:7027
NPR2	hsa:4882
TEAD4	hsa:7004
CD55	hsa:1604
CLCN5	hsa:1184
HSD17B10	hsa:3028
GNG4	hsa:2786
TNFAIP1	hsa:7126
MDH2	hsa:4191
AFF4	hsa:27125
SMARCA5	hsa:8467
EXT1	hsa:2131
NDUFB6	hsa:4712
RAB11FIP2	hsa:22841
REL	hsa:5966
CSNK2A2	hsa:1459
SENP6	hsa:26054
USP1	hsa:7398
PDGFC	hsa:56034
NMNAT2	hsa:23057
CRY1	hsa:1407
ASCL2	hsa:430
KNG1	hsa:3827
MSX2	hsa:4488
UGDH-AS1	hsa:100885776
IRS1	hsa:3667
COX5A	hsa:9377
PYCR1	hsa:5831
DMPK	hsa:1760
ZBED4	hsa:9889
LINC01003	hsa:100128822
SLC25A32	hsa:81034
IGFBP6	hsa:3489
CASP9	hsa:842
DSTYK	hsa:25778
SNHG21	hsa:100505616
MKX	hsa:283078
HMGB2	hsa:3148
ZNF213-AS1	hsa:100507458
TRAF5	hsa:7188
VKORC1	hsa:79001
MYLK3	hsa:91807
PCAT7	hsa:101928099
ZBTB7B	hsa:51043
NFIL3	hsa:4783
RNMT	hsa:8731
OTX2	hsa:5015
RNF11	hsa:26994
DUSP2	hsa:1844
SLC2A1	hsa:6513
SOX2-OT	hsa:347689
DUS3L	hsa:56931
SQLE	hsa:6713
KLHDC1	hsa:122773
MAOB	hsa:4129
XPO1	hsa:7514
THAP11	hsa:57215
ZNF764	hsa:92595
DNAJB1	hsa:3337
WNT10B	hsa:7480
CEBPA	hsa:1050
PRDM5	hsa:11107
ICAM3	hsa:3385
DEPDC5	hsa:9681
GGPS1	hsa:9453
SLC25A13	hsa:10165
CDK4	hsa:1019
RASSF8-AS1	hsa:100506451
FIBP	hsa:9158
SOCS2	hsa:8835
G3BP1	hsa:10146
SGPL1	hsa:8879
ST18	hsa:9705
ZEB1-AS1	hsa:220930
WDR5	hsa:11091
RPS6KC1	hsa:26750
SLC30A8	hsa:169026
BNIP3L	hsa:665
GNGT2	hsa:2793
MRPS16	hsa:51021
PSPH	hsa:5723
APOM	hsa:55937
CD44	hsa:960
CSNK1A1L	hsa:122011
CCP110	hsa:9738
TRAF3IP2	hsa:10758
CUL5	hsa:8065
IDH3A	hsa:3419
JAK3	hsa:3718
ATP6V0A1	hsa:535
CNBD1	hsa:168975
ZBTB45	hsa:84878
CNPY3	hsa:10695
IGF2BP3	hsa:10643
ZBTB43	hsa:23099
CMPK1	hsa:51727
RFX6	hsa:222546
NEDD8	hsa:4738
COPS4	hsa:51138
MFSD10	hsa:10227
PRKD1	hsa:5587
PINK1	hsa:65018
ZNF718	hsa:255403
TPM3	hsa:7170
ACVR1	hsa:90
IL21R	hsa:50615
KLF3	hsa:51274
H19	hsa:283120
HAND2	hsa:9464
KPNA3	hsa:3839
HSPA14	hsa:51182
SP8	hsa:221833
HESX1	hsa:8820
TRIM17	hsa:51127
TAP1	hsa:6890
MYLK4	hsa:340156
CIRBP	hsa:1153
PI16	hsa:221476
PIPOX	hsa:51268
MRGPRX4	hsa:117196
ZNF546	hsa:339327
MKNK2	hsa:2872
ZNF468	hsa:90333
ZKSCAN3	hsa:80317
ARAF	hsa:369
WNK1	hsa:65125
PRKG2	hsa:5593
ZNF692	hsa:55657
CD59	hsa:966
BTK	hsa:695
E2F1	hsa:1869
MLYCD	hsa:23417
NR2F6	hsa:2063
CXXC4	hsa:80319
TBC1D9B	hsa:23061
NUDT9	hsa:53343
SV2C	hsa:22987
GNB5	hsa:10681
LIFR-AS1	hsa:100506495
MMP25-AS1	hsa:100507419
NMT1	hsa:4836
RRM1	hsa:6240
UGP2	hsa:7360
AGTR1	hsa:185
CCL2	hsa:6347
RPN1	hsa:6184
S100A11	hsa:6282
ZNF529-AS1	hsa:101927599
DUSP6	hsa:1848
HUS1	hsa:3364
MYOG	hsa:4656
WTAP	hsa:9589
LGALS8-AS1	hsa:100287902
ZNF140	hsa:7699
CGRRF1	hsa:10668
DEPDC1	hsa:55635
GPR132	hsa:29933
BLZF1	hsa:8548
IER3	hsa:8870
C13ORF42	hsa:647166
NENF	hsa:29937
GOLGA2	hsa:2801
HSD17B4	hsa:3295
IL13RA1	hsa:3597
CTH	hsa:1491
PDK2	hsa:5164
PTPN6	hsa:5777
CDC45	hsa:8318
FABP1	hsa:2168
ZHX1	hsa:11244
CREB3L1	hsa:90993
AFF1	hsa:4299
POLE4	hsa:56655
RNF138	hsa:51444
MAX	hsa:4149
AGPAT2	hsa:10555
TRAF3IP2-AS1	hsa:643749
IKBKB	hsa:3551
FBXW11	hsa:23291
THRB	hsa:7068
FASTK	hsa:10922
HLA-DMB	hsa:3109
ZNF449	hsa:203523
NTAN1	hsa:123803
PSKH1	hsa:5681
NR0B2	hsa:8431
GNA11	hsa:2767
HOXA9	hsa:3205
CAMK2A	hsa:815
LOC400499	hsa:400499
TBX5-AS1	hsa:255480
MED21	hsa:9412
COPS5	hsa:10987
POLR2C	hsa:5432
ZNF8	hsa:7554
FBXO28	hsa:23219
ZNF549	hsa:256051
RXFP1	hsa:59350
NCOA2	hsa:10499
PPP3CC	hsa:5533
UBE2V1	hsa:7335
CALM2	hsa:805
ZNF622	hsa:90441
ACVR1C	hsa:130399
PROC	hsa:5624
COG7	hsa:91949
GLDC	hsa:2731
KCNJ11	hsa:3767
LGALS3	hsa:3958
SENP2	hsa:59343
SERTAD4-AS1	hsa:574036
ZNF821	hsa:55565
HS2ST1	hsa:9653
MAPK13	hsa:5603
CSDC2	hsa:27254
PSMD2	hsa:5708
MPHOSPH9	hsa:10198
PGBD1	hsa:84547
ZFPM2	hsa:23414
GALR1	hsa:2587
NFE2L2	hsa:4780
FBXL12	hsa:54850
RAB23	hsa:51715
RBM34	hsa:23029
DUSP3	hsa:1845
RXRB	hsa:6257
JMJD4	hsa:65094
PHLPP1	hsa:23239
MEF2B	hsa:100271849
SRD5A1	hsa:6715
ADA	hsa:100
ANXA7	hsa:310
HOTAIRM1	hsa:100506311
ABHD4	hsa:63874
RAD18	hsa:56852
RPS6KL1	hsa:83694
ICMT	hsa:23463
ERGIC2	hsa:51290
EHMT2	hsa:10919
ATXN3	hsa:4287
PPP1CC	hsa:5501
PSMD9	hsa:5715
DCTN6	hsa:10671
TRIM23	hsa:373
ASF1A	hsa:25842
WDTC1	hsa:23038
GRB10	hsa:2887
ZNF276	hsa:92822
MEF2D	hsa:4209
EXOC3	hsa:11336
TCF4	hsa:6925
ZNF576	hsa:79177
RHEB	hsa:6009
SLC35A4	hsa:113829
MAP3K11	hsa:4296
PNP	hsa:4860
ZNF75D	hsa:7626
TAL2	hsa:6887
MAP3K15	hsa:389840
DUSP22	hsa:56940
RTN4RL1	hsa:146760
CORO1A	hsa:11151
ZNF772	hsa:400720
ZNF232	hsa:7775
MATK	hsa:4145
TP63	hsa:8626
ERGIC1	hsa:57222
TNFSF13	hsa:8741
EYA1	hsa:2138
TKT	hsa:7086
SCYL3	hsa:57147
CASP14	hsa:23581
SLC30A2	hsa:7780
ELAC2	hsa:60528
ERBB2	hsa:2064
IL13RA2	hsa:3598
ZBTB40	hsa:9923
CDK7	hsa:1022
ILK	hsa:3611
MCM5	hsa:4174
ZNF333	hsa:84449
ZNF71	hsa:58491
FASTKD5	hsa:60493
MEST	hsa:4232
ZNF280A	hsa:129025
ATP1A3	hsa:478
ZNF384	hsa:171017
SNAI3	hsa:333929
CSF3	hsa:1440
BCL10	hsa:8915
GOPC	hsa:57120
FABP6	hsa:2172
MIEF1	hsa:54471
ZNF433	hsa:163059
GSTM1	hsa:2944
MAPK7	hsa:5598
G3BP2	hsa:9908
AKT1	hsa:207
METTL14	hsa:57721
PKIA	hsa:5569
NAA25	hsa:80018
APOBEC3H	hsa:164668
ZBTB1	hsa:22890
HSD17B2	hsa:3294
HTATSF1	hsa:27336
ILF3	hsa:3609
CGREF1	hsa:10669
GPR146	hsa:115330
DNMT3A	hsa:1788
GDI1	hsa:2664
OGG1	hsa:4968
RFX3	hsa:5991
XRCC4	hsa:7518
MEIS2	hsa:4212
RBM15B	hsa:29890
ZFP3	hsa:124961
HAGLR	hsa:401022
PIM1	hsa:5292
TGFBR1	hsa:7046
NAP1L3	hsa:4675
IL18	hsa:3606
VGLL4	hsa:9686
GRB7	hsa:2886
CALM3	hsa:808
BECN1	hsa:8678
KCNS2	hsa:3788
TNFRSF21	hsa:27242
GCA	hsa:25801
ID3	hsa:3399
PDGFRB	hsa:5159
UQCRFS1	hsa:7386
DAP	hsa:1611
ZNF268	hsa:10795
GSTZ1	hsa:2954
BTBD1	hsa:53339
DDR2	hsa:4921
ELK3	hsa:2004
HTATIP2	hsa:10553
MXI1	hsa:4601
AURKAIP1	hsa:54998
PDS5B	hsa:23047
CIAPIN1	hsa:57019
DLL1	hsa:28514
GAA	hsa:2548
CHST12	hsa:55501
LIMK2	hsa:3985
ZNF521	hsa:25925
ZBTB44	hsa:29068
GNAS	hsa:2778
LPXN	hsa:9404
PAQR8	hsa:85315
FBXL19-AS1	hsa:283932
AGPAT1	hsa:10554
ARHGEF7	hsa:8874
FH	hsa:2271
METTL4	hsa:64863
POP4	hsa:10775
NFYB	hsa:4801
ZNF496	hsa:84838
ESD	hsa:2098
REPIN1	hsa:29803
CISH	hsa:1154
LSM5	hsa:23658
FBXO5	hsa:26271
SNHG1	hsa:23642
SUV39H2	hsa:79723
ATP6V0B	hsa:533
PAX6	hsa:5080
ALG2	hsa:85365
SMR3A	hsa:26952
KCMF1	hsa:56888
PAF1	hsa:54623
MAPK15	hsa:225689
DUT	hsa:1854
WARS2	hsa:10352
YES1	hsa:7525
KIR3DL2	hsa:3812
SH3BP5	hsa:9467
PHTF1	hsa:10745
INSRR	hsa:3645
LSM6	hsa:11157
CNOT7	hsa:29883
RNF111	hsa:54778
RAPGEF4	hsa:11069
RPTOR	hsa:57521
MRPL43	hsa:84545
COPZ1	hsa:22818
ZMAT2	hsa:153527
CHSY3	hsa:337876
TBX2	hsa:6909
RRS1	hsa:23212
HAT1	hsa:8520
JMJD6	hsa:23210
RNF31	hsa:55072
GRK4	hsa:2868
ZNF649	hsa:65251
FASLG	hsa:356
ESR2	hsa:2100
PRKAA1	hsa:5562
RBM11	hsa:54033
ATG10	hsa:83734
ERCC6	hsa:2074
CRYZ	hsa:1429
PPP3CA	hsa:5530
SPDEF	hsa:25803
ZBTB11-AS1	hsa:100009676
MXD1	hsa:4084
RNF25	hsa:64320
YY1	hsa:7528
PTPN12	hsa:5782
GAS7	hsa:8522
APTR	hsa:100505854
MAPK9	hsa:5601
MYNN	hsa:55892
NDUFS7	hsa:374291
IGSF8	hsa:93185
UBE2D1	hsa:7321
KLHL9	hsa:55958
MTX2	hsa:10651
NR2C1	hsa:7181
ZNF26	hsa:7574
KCNQ1	hsa:3784
TRAF4	hsa:9618
GATAD2B	hsa:57459
PAX5	hsa:5079
BNIP1	hsa:662
GOT2	hsa:2806
PSMB2	hsa:5690
SUCNR1	hsa:56670
THAP5	hsa:168451
UBE2L6	hsa:9246
RCHY1	hsa:25898
OXCT1	hsa:5019
KDELR2	hsa:11014
DUSP18	hsa:150290
RAD1	hsa:5810
SYN2	hsa:6854
CDK1	hsa:983
FFAR1	hsa:2864
IRGM	hsa:345611
FOXA3	hsa:3171
ZNF385A	hsa:25946
SRC	hsa:6714
CRCP	hsa:27297
POLA2	hsa:23649
YTHDF2	hsa:51441
ABHD2	hsa:11057
ACAT2	hsa:39
MAP3K13	hsa:9175
IDH2	hsa:3418
RAG1	hsa:5896
ACTG1	hsa:71
AHCY	hsa:191
RBM14	hsa:10432
USP6NL	hsa:9712
RPL21	hsa:6144
PKIG	hsa:11142
LSP1	hsa:4046
AFG3L2	hsa:10939
PIGK	hsa:10026
DDR1	hsa:780
JUN	hsa:3725
GALR3	hsa:8484
CCNG1	hsa:900
CASP7	hsa:840
CREB3	hsa:10488
IFNB1	hsa:3456
TBC1D3	hsa:729873
CARD8-AS1	hsa:100505812
PTGS2	hsa:5743
HTR3B	hsa:9177
MARCKS	hsa:4082
WNT7B	hsa:7477
RALBP1	hsa:10928
HOXC10	hsa:3226
RIMS2	hsa:9699
SRPK3	hsa:26576
TRAF6	hsa:7189
AKT2	hsa:208
MYLK-AS1	hsa:100506826
MAPK3	hsa:5595
MDM2	hsa:4193
RBBP7	hsa:5931
SUZ12	hsa:23512
NOTCH2	hsa:4853
PRPF4B	hsa:8899
DCAF8	hsa:50717
IP6K2	hsa:51447
LPAR4	hsa:2846
STAT4	hsa:6775
TRIM7	hsa:81786
DSE	hsa:29940
HAUS1	hsa:115106
LCORL	hsa:254251
TRIM50	hsa:135892
GPS2	hsa:2874
GTF2H3	hsa:2967
MITF	hsa:4286
ZNF85	hsa:7639
M6PR	hsa:4074
BAZ2B	hsa:29994
CCDC71	hsa:64925
HOXC9	hsa:3225
SLC46A1	hsa:113235
IKZF5	hsa:64376
PCDHA10	hsa:56139
RRAGC	hsa:64121
PDHB	hsa:5162
GAPDH	hsa:2597
KLRB1	hsa:3820
ZNF512	hsa:84450
GNAI3	hsa:2773
CBX3	hsa:11335
NR2F2-AS1	hsa:644192
ACTR3	hsa:10096
GNG5	hsa:2787
VDAC1	hsa:7416
CCNL1	hsa:57018
DHX29	hsa:54505
FXR2	hsa:9513
RNF17	hsa:56163
MCF2L	hsa:23263
CREB1	hsa:1385
VAPB	hsa:9217
RBM5	hsa:10181
ZNF175	hsa:7728
SMIM30	hsa:401397
OXGR1	hsa:27199
MAPKAPK2	hsa:9261
IFNG	hsa:3458
LOC107986167	hsa:107986167
WNK3	hsa:65267
ZFAND6	hsa:54469
CYP3A5	hsa:1577
TRIM26	hsa:7726
LHPP	hsa:64077
ELANE	hsa:1991
NOTCH1	hsa:4851
CD40	hsa:958
ARHGEF19	hsa:128272
LOC730183	hsa:730183
KCTD17	hsa:79734
BHMT2	hsa:23743
PARP15	hsa:165631
CRYBB1	hsa:1414
MRGPRX3	hsa:117195
NMUR2	hsa:56923
UBE2K	hsa:3093
RIT2	hsa:6014
FRS2	hsa:10818
OPA1	hsa:4976
RHOBTB2	hsa:23221
ZNF440	hsa:126070
BMI1	hsa:648
LINC02381	hsa:400043
ZNF281	hsa:23528
RGS7	hsa:6000
HSF1	hsa:3297
CD70	hsa:970
NDUFA8	hsa:4702
ZSCAN29	hsa:146050
LINC00888	hsa:100505687
PISD	hsa:23761
JAK1	hsa:3716
ZNF79	hsa:7633
ZNF669	hsa:79862
CREB3L2	hsa:64764
ZBTB24	hsa:9841
FAM114A2	hsa:10827
MAGEA9	hsa:4108
DYRK2	hsa:8445
RIOK2	hsa:55781
SIRT1	hsa:23411
PANK4	hsa:55229
RPL35A	hsa:6165
ATF1	hsa:466
EXOC6	hsa:54536
KCNK1	hsa:3775
SOX10	hsa:6663
TFEB	hsa:7942
ZNF70	hsa:7621
GMNN	hsa:51053
DTX2	hsa:113878
GOT1	hsa:2805
GALNT14	hsa:79623
CREM	hsa:1390
LINC00886	hsa:730091
ZNF20	hsa:7568
BMPR1B	hsa:658
AR	hsa:367
AIFM1	hsa:9131
JAKMIP2-AS1	hsa:153469
HOOK2	hsa:29911
RAN	hsa:5901
SETDB2	hsa:83852
GPR119	hsa:139760
EBF1	hsa:1879
SLC35F2	hsa:54733
OVOL2	hsa:58495
MAGEB6	hsa:158809
UGT1A6	hsa:54578
LAMTOR3	hsa:8649
FBXO15	hsa:201456
ELK4	hsa:2005
FEN1	hsa:2237
BUD13	hsa:84811
KLHL10	hsa:317719
MAT2A	hsa:4144
C1QA	hsa:712
CDC25A	hsa:993
FLT3	hsa:2322
ARPC1B	hsa:10095
LINC00471	hsa:151477
TP53RK	hsa:112858
ZIK1	hsa:284307
FDX1	hsa:2230
PRAF2	hsa:11230
GPR34	hsa:2857
ZBTB26	hsa:57684
ASCC3	hsa:10973
BAG6	hsa:7917
PLP2	hsa:5355
ZNF415	hsa:55786
INSIG1	hsa:3638
IFNGR1	hsa:3459
CHD2	hsa:1106
SIRPG	hsa:55423
FECH	hsa:2235
ZNF619	hsa:285267
ZNF354A	hsa:6940
ZNF114	hsa:163071
ENOSF1	hsa:55556
HDAC8	hsa:55869
KLK6	hsa:5653
FGFR3	hsa:2261
LCK	hsa:3932
PRKAB2	hsa:5565
EFCAB2	hsa:84288
EIF2AK1	hsa:27102
ZNF587	hsa:84914
MAPK1IP1L	hsa:93487
HMMR	hsa:3161
TLR2	hsa:7097
ASB16-AS1	hsa:339201
LINC02228	hsa:105374694
ABCF2	hsa:10061
PMF1-BGLAP	hsa:100527963
MKRN2	hsa:23609
TIGD6	hsa:81789
PHF11	hsa:51131
PROKR1	hsa:10887
MED28	hsa:80306
AKT3	hsa:10000
MAP3K9	hsa:4293
IL1R2	hsa:7850
ZSCAN16-AS1	hsa:100129195
OPN5	hsa:221391
GEN1	hsa:348654
MAST1	hsa:22983
MYT1	hsa:4661
TXNL4B	hsa:54957
RPS15A	hsa:6210
ZNF277	hsa:11179
LINP1	hsa:108570035
PNPO	hsa:55163
GLI3	hsa:2737
CRYAA	hsa:1409
CYLD	hsa:1540
RARB	hsa:5915
AOC3	hsa:8639
RELA	hsa:5970
NSDHL	hsa:50814
DNAJC5B	hsa:85479
TBX15	hsa:6913
DACH1	hsa:1602
DANCR	hsa:57291
GM2A	hsa:2760
TAP2	hsa:6891
PRKAG2	hsa:51422
IP6K1	hsa:9807
SDHD	hsa:6392
MAT2B	hsa:27430
SMYD1	hsa:150572
IL2	hsa:3558
TRIM46	hsa:80128
ZBTB49	hsa:166793
PBRM1	hsa:55193
TCF7L2	hsa:6934
ZNF488	hsa:118738
SERPINB5	hsa:5268
GALNS	hsa:2588
XRCC6	hsa:2547
CDK8	hsa:1024
ZFAS1	hsa:441951
PAX7	hsa:5081
ZNF148	hsa:7707
ADORA2A	hsa:135
LOC105379476	hsa:105379476
MGRN1	hsa:23295
BMPR1A	hsa:657
PFKL	hsa:5211
HAPLN1	hsa:1404
CAPN1	hsa:823
HPGD	hsa:3248
JAG1	hsa:182
STK38	hsa:11329
BMP4	hsa:652
STXBP1	hsa:6812
GPR101	hsa:83550
KLHL1	hsa:57626
PLEKHG5	hsa:57449
OPN4	hsa:94233
DMRTC2	hsa:63946
ACADSB	hsa:36
RNF145	hsa:153830
UROD	hsa:7389
ZNF519	hsa:162655
SSX3	hsa:10214
CDCA8	hsa:55143
GAS2L1	hsa:10634
KLRC2	hsa:3822
NR4A2	hsa:4929
ZNF689	hsa:115509
SP2-AS1	hsa:100506325
CERS4	hsa:79603
NAA50	hsa:80218
LRSAM1	hsa:90678
KSR2	hsa:283455
ATM	hsa:472
TFG	hsa:10342
NPM1	hsa:4869
POLE	hsa:5426
KAT7	hsa:11143
TUBD1	hsa:51174
SENP5	hsa:205564
GUK1	hsa:2987
LMNA	hsa:4000
SMAD2	hsa:4087
PIK3R3	hsa:8503
VPS28	hsa:51160
ZNF627	hsa:199692
FURIN	hsa:5045
SPRY2	hsa:10253
GALT	hsa:2592
UCHL1	hsa:7345
ACTL6A	hsa:86
CRKL	hsa:1399
DLD	hsa:1738
EXOC2	hsa:55770
MAST2	hsa:23139
PHF23	hsa:79142
SMYD4	hsa:114826
DOK1	hsa:1796
SUPT4H1	hsa:6827
ETNK1	hsa:55500
NDUFB1	hsa:4707
ZNF562	hsa:54811
ADCY6	hsa:112
BTG3	hsa:10950
PXK	hsa:54899
ZNF207	hsa:7756
IL15	hsa:3600
CAPNS2	hsa:84290
POLR2F	hsa:5435
PRDM14	hsa:63978
CYP1A1	hsa:1543
AK1	hsa:203
SMARCC1	hsa:6599
GABARAPL1	hsa:23710
HIPK2	hsa:28996
SLC30A9	hsa:10463
MEX3D	hsa:399664
BAP1	hsa:8314
DNTTIP2	hsa:30836
RING1	hsa:6015
RASSF2	hsa:9770
FBXO40	hsa:51725
RBM22	hsa:55696
PEMT	hsa:10400
ZNF343	hsa:79175
ZNF707	hsa:286075
OAT	hsa:4942
CASP3	hsa:836
IFI16	hsa:3428
MESP1	hsa:55897
SNHG8	hsa:100093630
RERG	hsa:85004
XBP1	hsa:7494
CUL1	hsa:8454
GLIPR1	hsa:11010
SPRY4	hsa:81848
OR52B2	hsa:255725
ARID3A	hsa:1820
RPS6KB2	hsa:6199
ATMIN	hsa:23300
GRPR	hsa:2925
HIF1AN	hsa:55662
EIF4EBP3	hsa:8637
MTFR1	hsa:9650
CTBP1	hsa:1487
RASSF1	hsa:11186
LEF1	hsa:51176
ZNF530	hsa:348327
ZNF257	hsa:113835
LPAR2	hsa:9170
PHACTR1	hsa:221692
S100A6	hsa:6277
TBK1	hsa:29110
CBR1	hsa:873
CTBP2	hsa:1488
DR1	hsa:1810
ABAT	hsa:18
PKN1	hsa:5585
MAP3K2	hsa:10746
PRKAG3	hsa:53632
ASPH	hsa:444
RAPGEF5	hsa:9771
ZNF770	hsa:54989
FIS1	hsa:51024
HLA-DRB3	hsa:3125
NDRG1	hsa:10397
PRNP	hsa:5621
MERTK	hsa:10461
ZNF213	hsa:7760
B4GALT4	hsa:8702
ZNF217	hsa:7764
ZNF768	hsa:79724
SIRT5	hsa:23408
ZNF131	hsa:7690
SLC1A5	hsa:6510
CAV1	hsa:857
HSPB9	hsa:94086
ZFP1	hsa:162239
CDK6	hsa:1021
TERF1	hsa:7013
GTF2H2	hsa:2966
ETFA	hsa:2108
MAPK4	hsa:5596
MLLT11	hsa:10962
PPFIBP2	hsa:8495
ZBTB38	hsa:253461
ACADS	hsa:35
ZNF23	hsa:7571
DHFR	hsa:1719
RBM15	hsa:64783
ZNF525	hsa:170958
LOC105369147	hsa:105369147
HSPA2	hsa:3306
CREB3L4	hsa:148327
ID1	hsa:3397
HEY2	hsa:23493
RIOK3	hsa:8780
MAS1	hsa:4142
ATG7	hsa:10533
DICER1-AS1	hsa:400242
SCAF8	hsa:22828
MAP4K4	hsa:9448
LGALS1	hsa:3956
CHUK	hsa:1147
PCAT19	hsa:100505495
RPS6KB1	hsa:6198
CASC15	hsa:401237
HMBOX1	hsa:79618
ZC3HC1	hsa:51530
SPOP	hsa:8405
TGFA	hsa:7039
CCNE1	hsa:898
DNAJC15	hsa:29103
KRT26	hsa:353288
HMGN5	hsa:79366
AKR1C1	hsa:1645
PLXNA4	hsa:91584
STK3	hsa:6788
BAG1	hsa:573
FOXO4	hsa:4303
YEATS4	hsa:8089
CHD1	hsa:1105
PRSS23	hsa:11098
CNOT3	hsa:4849
ETV7	hsa:51513
ABCB9	hsa:23457
PTPRF	hsa:5792
SMARCE1	hsa:6605
DECR1	hsa:1666
UTS2R	hsa:2837
CHMP6	hsa:79643
MYCBP	hsa:26292
LINC00479	hsa:150135
HOXB7	hsa:3217
PAK4	hsa:10298
CISD1	hsa:55847
POLG2	hsa:11232
HRH1	hsa:3269
ZBTB37	hsa:84614
ADSL	hsa:158
EIF1AX	hsa:1964
NPDC1	hsa:56654
APRT	hsa:353
TRIM38	hsa:10475
SERPINA6	hsa:866
NDUFA9	hsa:4704
AURKB	hsa:9212
MBNL1	hsa:4154
SSBP2	hsa:23635
ATP1B1	hsa:481
PPP3R2	hsa:5535
RB1	hsa:5925
ALDH2	hsa:217
SAMD4B	hsa:55095
OSR2	hsa:116039
TSSK2	hsa:23617
PEX19	hsa:5824
AKR1A1	hsa:10327
DLX1	hsa:1745
DYNLL1	hsa:8655
RIPK1	hsa:8737
ZNF224	hsa:7767
FBXW7	hsa:55294
TRIB3	hsa:57761
ZBTB7A	hsa:51341
CPD	hsa:1362
EIF4E3	hsa:317649
DMRT3	hsa:58524
LRRC4	hsa:64101
ARHGAP26	hsa:23092
UHRF1	hsa:29128
B2M	hsa:567
ZNF529	hsa:57711
PAPSS1	hsa:9061
HSPA8	hsa:3312
RAP1GDS1	hsa:5910
VIPR1	hsa:7433
RPL19	hsa:6143
RABGEF1	hsa:27342
CERS3	hsa:204219
PRDX5	hsa:25824
CHCHD7	hsa:79145
PDK4	hsa:5166
STX4	hsa:6810
PRKY	hsa:5616
HSD17B8	hsa:7923
PRR15L	hsa:79170
LZTR1	hsa:8216
CAB39	hsa:51719
HSP90AA1	hsa:3320
LBR	hsa:3930
ZNF790	hsa:388536
RALB	hsa:5899
